HAZUS_class_final,BRKEY,Strucname,Maxspan,Length,Mainspans,Total_Spans,NBI_Class,Seismic Design,Year of Most Recent Improvement,HAZUS_iseqType,
HWB10,46C0355,TRAVER CANAL,6.1,13.1,2,2,201,N,1958,na,
HWB10,46C0150,OUTSIDE CREEK,6.1,13.1,2,2,201,N,1963,na,
HWB10,24C0085,CRIPPLE CREEK,6.1,13.1,2,2,201,N,1965,na,
HWB10,08C0076,SACRAMENTO RIVER OVRFLOW #1,6.1,13,2,2,201,N,1958,na,
HWB10,44C0052,LITTLE BEAR CREEK,6.4,13,2,2,201,N,1962,na,
HWB10,02C0135,WAGON CREEK,6.1,13,2,2,201,N,1968,na,
HWB10,33C0194,ARROYO SECO,8.5,13,3,3,201,N,1968,na,
HWB10,15C0101,SALT CREEK (WILLIAMS),6.1,13,2,2,201,N,1971,na,
HWB10,54 0247L,TONO DITCH,5.8,12.9,2,2,201,N,1965,na,
HWB10,40C0066,MIDDLE FORK CHOWCHILLA RIVER,6,12.9,2,2,201,N,1970,na,
HWB10,48 0023,BISHOP CREEK,6.1,12.8,2,2,201,N,1973,na,
HWB10,54 0247R,TONO DITCH,5.8,12.8,2,2,201,N,1965,na,
HWB10,07 0061,MEADOW CHANNEL,6.1,12.8,2,2,201,N,1966,na,
HWB10,46 0103,COTTONWOOD CREEK OVERFLOW,6.1,12.8,2,2,201,N,1969,na,
HWB10,38C0137,M.I.D. LATERAL #5,6.1,12.8,2,2,201,N,1961,na,
HWB10,18C0075,COON CREEK,6.1,12.8,2,2,201,N,1930,na,
HWB10,42C0387,HERNDON CANAL,7.3,12.8,3,3,201,N,1942,na,
HWB10,29C0317,SSJID CANAL,4.2,12.8,3,3,201,N,1945,na,
HWB10,56C0158,DRY WASH,7.6,12.8,3,3,201,N,1950,na,
HWB10,29C0221,CORRAL HOLLOW CREEK,6.1,12.8,2,2,201,N,1960,na,
HWB10,39C0136,LIVINGSTON CANAL,6.1,12.8,2,2,201,N,1960,na,
HWB10,39C0137,LIVINGSTON CANAL,5.8,12.8,2,2,201,N,1960,na,
HWB10,24C0322,CRIPPLE CREEK,6.3,12.8,2,2,201,N,1965,na,
HWB10,39C0063,DEADMAN CREEK,6.1,12.8,2,2,201,N,1965,na,
HWB10,46C0041,OUTSIDE CREEK,6.1,12.8,2,2,201,N,1965,na,
HWB10,29C0369,CORRAL HOLLOW CREEK,6.1,12.8,2,2,201,N,1967,na,
HWB10,02C0218,WEST GRIDER CREEK,6.1,12.8,2,2,201,N,1971,na,
HWB10,02C0187,MOFFETT CREEK,6.1,12.8,2,2,201,N,1971,na,
HWB10,06C0060,MOODY CREEK,6.1,12.7,2,2,204,N,1918,na,
HWB10,38C0105,T.I.D. MAIN CANAL,4,12.5,3,3,201,N,1961,na,
HWB10,11C0179,BRANCH HOWARD SLOUGH,2.9,12.5,4,4,201,N,1920,na,
HWB10,38C0278,DRY CREEK TRIBUTARY,6.1,12.5,2,2,204,N,1925,na,
HWB10,12C0282,KEEFER SLOUGH,3,12.5,4,4,201,N,1930,na,
HWB10,24C0332,DEER CREEK,6.1,12.5,2,2,201,N,1930,na,
HWB10,29C0161,DUCK CREEK S BRANCH,4,12.5,3,3,201,N,1973,na,
HWB10,38C0130,M.I.D. LATERAL #4,4,12.5,3,3,201,N,1936,na,
HWB10,38C0161,T.I.D. MAIN CANAL,4,12.5,3,3,201,N,1961,na,
HWB10,12C0310,ROCK CREEK,5.8,12.5,2,2,204,N,1940,na,
HWB10,20C0227,FRASIER CREEK,5.8,12.5,2,2,201,N,1941,na,
HWB10,06C0067,HAWES GULCH,5.8,12.5,2,2,201,N,1972,na,
HWB10,42C0479,HUGHES CREEK (@ PINE FLAT DAM),6.1,12.5,2,2,201,N,1948,na,
HWB10,39C0184,FAIRFIELD CANAL,5.9,12.5,2,2,201,N,1950,na,
HWB10,46C0248,LEWIS CREEK,4.9,12.5,3,3,201,N,1950,na,
HWB10,23C0083,PUTAH SOUTH CANAL,6.1,12.5,2,2,201,N,1960,na,
HWB10,12C0123,BELDING LATERAL,6.1,12.5,2,2,201,N,1968,na,
HWB10,06C0269,NEWTOWN CREEK,6.1,12.5,2,2,201,N,1970,na,
HWB10,28C0392,COW CREEK,8.2,12.5,3,3,201,N,1971,na,
HWB10,19C0116,MCBRIDE CREEK,4,12.5,3,3,201,N,1973,na,
HWB10,24 0017,WHITEHOUSE CREEK,3.7,12.2,3,3,201,N,1956,na,
HWB10,42 0356,STINSON CANAL,6.1,12.2,2,2,201,N,1951,na,
HWB10,54 0246R,DOCK DITCH,5.8,12.2,2,2,201,N,1965,na,
HWB10,54 0246L,DOCK DITCH,5.8,12.2,2,2,201,N,1965,na,
HWB10,53C0450,RUBIO WASH,5.5,12.2,2,2,201,N,1925,na,
HWB10,22C0064,SMITH CREEK,4,12.2,3,3,201,N,1950,na,
HWB10,46C0050,TRAVER CANAL,4,12.2,3,3,201,N,1918,na,
HWB10,06C0187,ANTELOPE CREEK,5.8,12.2,2,2,201,N,1969,na,
HWB10,42C0430,COLE SLOUGH CANAL,5.8,12.2,2,2,201,N,1948,na,
HWB10,20C0235,BLUCHER CREEK,5.9,12.2,2,2,204,N,1927,na,
HWB10,42C0578,DRY CREEK CANAL,5.8,12.2,2,2,201,N,1928,na,
HWB10,21C0068,NAPA RIVER OVERFLOW,5.8,12.2,2,2,204,N,1930,na,
HWB10,11C0098,PANCAKE DRAW,5.8,12.2,2,2,204,N,1930,na,
HWB10,06C0031,BURNEY CREEK,5.8,12.2,2,2,201,N,1930,na,
HWB10,46C0040,DEEP CREEK,6.1,12.2,2,2,201,N,1958,na,
HWB10,10C0093,PARSONS CREEK,5.9,12.2,2,2,201,N,1948,na,
HWB10,06C0038,CLARK CREEK,6.1,12.2,2,2,201,N,1950,na,
HWB10,42C0249,TRAVERS CREEK,5.7,12.2,2,2,201,N,1950,na,
HWB10,03C0067,45 D DRAIN,6.1,12.2,2,2,201,N,1954,na,
HWB10,27C0093,NOVATO CREEK DRAIN,2.9,12.2,4,4,201,N,1960,na,
HWB10,06C0275,PINE TIMBER GULCH,6.1,12.2,2,2,201,N,1965,na,
HWB10,39C0211,OUTSIDE CANAL,5.5,12.2,2,2,201,N,1970,na,
HWB10,39C0248,SAN LUIS CANAL,5.8,12.2,2,2,201,N,1971,na,
HWB10,54 0279L,BAKER INN DITCH,5.8,12.1,2,2,201,N,1965,na,
HWB10,54 0279R,BAKER INN DITCH,5.8,12.1,2,2,201,N,1965,na,
HWB10,08 0008,SOUTH BRANCH OF NORTH FORK MILL CREEK,5.9,12,2,2,204,N,1952,na,
HWB10,58 0198,CONDIT DITCH,4.6,11.9,3,3,201,N,1949,na,
HWB10,06C0262,BALDWIN CREEK,5.8,11.9,2,2,201,N,1950,na,
HWB10,46C0189,MURRAY CREEK,5.8,11.9,2,2,201,N,1938,na,
HWB10,57C0433,ENCANTO CREEK (MERLIN DR),5.8,11.9,2,2,201,N,1940,na,
HWB10,42C0373,GRANT CANAL,5.6,11.9,2,2,201,N,1948,na,
HWB10,46C0061,TRAVER CANAL,5.8,11.9,2,2,201,N,1961,na,
HWB10,24C0401,NATOMAS EAST TRIBUTARY NO 1,5.5,11.9,2,2,201,N,1963,na,
HWB10,20C0368,PORTER CREEK,5.6,11.9,2,2,201,N,1968,na,
HWB10,20C0369,PORTER CREEK,5.8,11.9,2,2,201,N,1968,na,
HWB10,39C0176,MILES CREEK,5.2,11.9,2,2,201,N,1968,na,
HWB10,15C0077,SOUTH BRANCH SAND CREEK,5.8,11.9,2,2,201,N,1969,na,
HWB10,18C0101,SUTTER-BUTTE CANAL,5.7,11.8,2,2,204,N,1974,na,
HWB10,38 0013,M.I.D. CANAL,4,11.7,3,3,201,N,1962,na,
HWB10,15C0042,PETROLEUM CREEK,5.5,11.7,2,2,201,N,1936,na,
HWB10,58 0199,BONDIT DITCH,4.3,11.6,3,3,201,N,1949,na,
HWB10,54C0208,W. CUCAMONGA WASH (MISSION),3,11.6,3,3,201,N,1947,na,
HWB10,22C0063,QUAKER DRAW,3.7,11.6,3,3,201,N,1950,na,
HWB10,12C0340,DUDLEY CREEK,5.5,11.6,2,2,204,N,1930,na,
HWB10,24C0156,DRAINAGE DITCH,4,11.6,3,3,201,N,1933,na,
HWB10,49C0282,EAST BRANCH HUER HUERO CREEK,5.5,11.6,2,2,201,N,1970,na,
HWB10,42C0375,GRANT CANAL,5.6,11.6,2,2,201,N,1946,na,
HWB10,23C0013,OLD ALAMO CREEK,5.8,11.6,2,2,201,N,1949,na,
HWB10,29C0091L,NORTH BRANCH WEBER CREEK,5.5,11.6,2,2,201,N,1961,na,
HWB10,15C0080,GLENN-COLUSA CANAL,5.5,11.6,2,2,201,N,1968,na,
HWB10,29C0091R,NORTH BRANCH WEBER CREEK,5.5,11.6,2,2,201,N,1968,na,
HWB10,06C0132,ANDERSON CREEK OVERFLOW,5.6,11.6,2,2,201,N,1969,na,
HWB10,06C0346,NORTH FORK BATTLE CREEK,5.8,11.6,2,2,201,N,1972,na,
HWB10,06C0309,HAT CREEK,5.6,11.6,2,2,201,N,1972,na,
HWB10,50C0115,WESTSIDE CANAL,5.5,11.6,2,2,201,N,1972,na,
HWB10,12 0004,BIGGS EXTENSION CANAL,5.2,11.3,2,2,204,N,1950,na,
HWB10,20C0343,FOSS CREEK,5.8,11.3,2,2,204,N,1920,na,
HWB10,24C0096,MORRISON CREEK TRIBUTARY,5.7,11.3,2,2,201,N,1955,na,
HWB10,42C0325,ENTERPRISE CANAL,5.5,11.3,2,2,201,N,1962,na,
HWB10,29C0330,LONE TREE CREEK,5.3,11.3,2,2,201,N,1926,na,
HWB10,29C0293,TEMPLE CREEK NORTH BRANCH,3.7,11.3,3,3,201,N,1927,na,
HWB10,18C0125,KING RAVINE,3.7,11.3,3,3,201,N,1931,na,
HWB10,39C0153,ESCALADIAN CANAL,5.5,11.3,2,2,201,N,1940,na,
HWB10,39C0327,ESCALADIAN CANAL,5.3,11.3,2,2,201,N,1948,na,
HWB10,29C0259,NORTH FORK SOUTH LITTLEJOHNS CREEK,5.5,11.3,2,2,201,N,1954,na,
HWB10,29C0260,NORTH FORK SOUTH LITTLEJOHNS CREEK,5.5,11.3,2,2,201,N,1954,na,
HWB10,42C0434,SMITH-FERRY CANAL,5.5,11.3,2,2,201,N,1971,na,
HWB10,46C0062,SAND CREEK,5.2,11.3,2,2,201,N,1961,na,
HWB10,09 0064,VINTON UP,7.9,11,2,2,201,N,1928,na,
HWB10,38C0116,M.I.D. LATERAL #5,5.1,11,2,2,204,N,1963,na,
HWB10,38C0325,T.I.D. UPPER LATERAL #2,5.3,11,2,2,204,N,1957,na,
HWB10,26C0026,BIG INDIAN CREEK,5.2,11,2,2,201,N,1925,na,
HWB10,42C0482,DRY CREEK CANAL,5.3,11,2,2,201,N,1940,na,
HWB10,42C0441,KINGSBURG BRANCH CANAL,5.5,11,2,2,201,N,1948,na,
HWB10,29C0287,TEMPLE CREEK SOUTH BRANCH,3.7,11,3,3,201,N,1927,na,
HWB10,16C0037,NORTH FORK REEDS CREEK,2.7,11,4,4,201,N,1935,na,
HWB10,38C0233,SHIRLEY CREEK,5.2,11,2,2,204,N,1935,na,
HWB10,42C0579,DRY CREEK CANAL,5.2,11,2,2,201,N,1935,na,
HWB10,38C0132,M.I.D. LATERAL #4,3.5,11,3,3,201,N,1963,na,
HWB10,42C0326,ENTERPRISE CANAL,3.5,11,3,3,201,N,1940,na,
HWB10,30C0013,COSGROVE CREEK,6.1,11,2,2,201,N,1941,na,
HWB10,06C0314,ASH CREEK TRIBUTARY,5.2,11,2,2,201,N,1950,na,
HWB10,42C0388,HERNDON CANAL,5.2,11,2,2,201,N,1955,na,
HWB10,38 0047,M.I.D. CANAL LATERAL 4,4.3,10.7,2,2,201,N,1951,na,
HWB10,03 0010,PARKER CREEK,3.5,10.7,3,3,201,N,1954,na,
HWB10,38C0216,SALADO CREEK,4.9,10.7,2,2,204,N,1960,na,
HWB10,38C0124,T.I.D. LATERAL #1,5.3,10.7,2,2,201,N,1955,na,
HWB10,42C0437,CENTERVILLE & KINGSBURG CANAL,5.2,10.7,2,2,201,N,1948,na,
HWB10,18C0067,KING SLOUGH,3.4,10.7,3,3,201,N,1931,na,
HWB10,42C0228,DRY CREEK CANAL,5.1,10.7,2,2,201,N,1935,na,
HWB10,46C0205,DEER CREEK,4.9,10.7,2,2,201,N,1937,na,
HWB10,46C0328,BEAR CREEK,5.2,10.7,2,2,201,N,1938,na,
HWB10,46C0293,PORTER SLOUGH,5.2,10.7,2,2,201,N,1941,na,
HWB10,42C0423,REEDLEY MAIN CANAL,5,10.7,2,2,201,N,1970,na,
HWB10,42C0118,CRESCENT DITCH,5.3,10.7,3,3,201,N,1946,na,
HWB10,46C0351,TRAVER DITCH,5.2,10.7,2,2,201,N,1946,na,
HWB10,42C0342,FANCHER CREEK CANAL,5,10.7,2,2,201,N,1948,na,
HWB10,38C0226,M.I.D. LATERAL #6,5.1,10.6,2,2,204,N,1960,na,
HWB10,29C0328,TEMPLE CREEK,5.1,10.6,2,2,201,N,1926,na,
HWB10,11 0035,PRINCETON-CODORA CANAL,4.9,10.5,2,2,201,N,1964,na,
HWB10,39C0286,ATWATER CANAL,5,10.5,2,2,201,N,1928,na,
HWB10,39C0358,LOS BANOS CREEK,4.9,10.5,2,2,201,N,1974,na,
HWB10,24 0042,SKUNK CREEK,3.4,10.4,3,3,201,N,1968,na,
HWB10,38C0245,T.I.D. CERES MAIN CANAL,3.4,10.4,3,3,201,N,1900,na,
HWB10,38C0166,M.I.D. MAIN CANAL,5.2,10.4,2,2,204,N,1966,na,
HWB10,39C0186,LE GRAND CANAL,4.9,10.4,2,2,201,N,1925,na,
HWB10,32C0037,ROSE CREEK,4.6,10.4,2,2,201,N,1925,na,
HWB10,29C0262,LONE TREE CREEK,5.2,10.4,2,2,201,N,1926,na,
HWB10,29C0168,TEMPLE CREEK BRANCH,3.4,10.4,3,3,201,N,1959,na,
HWB10,12C0329,ASH CREEK OVERFLOW,3.4,10.4,3,3,201,N,1930,na,
HWB10,24C0157,STONE LAKE DRAIN,3.6,10.4,3,3,201,N,1933,na,
HWB10,12C0075,EDGAR SLOUGH OVERFLOW,3.4,10.4,3,3,201,N,1956,na,
HWB10,30C0067,WARREN CREEK,4.9,10.4,2,2,201,N,1937,na,
HWB10,32C0073,ALGERINE CREEK,4.9,10.4,2,2,201,N,1940,na,
HWB10,46C0380,CAMERON CREEK,5,10.4,2,2,201,N,1946,na,
HWB10,39C0307,HIGH LINE CANAL,5.2,10.4,2,2,201,N,1948,na,
HWB10,49I0007,BRIZZOLARA CREEK,6.7,10.4,3,3,201,N,1949,na,
HWB10,06C0315,ASH CREEK TRIBUTARY,4.9,10.4,2,2,201,N,1955,na,
HWB10,38C0079,SSJID CANAL,3.4,10.3,3,3,201,N,1960,na,
HWB10,38C0304,M.I.D. LATERAL #7,4.9,10.2,2,2,201,N,1950,na,
HWB10,40 0050Y,MARIPOSA CREEK,4.9,10.1,2,2,204,N,1920,na,
HWB10,12 0048,ROCK CREEK OVERFLOW,4.9,10.1,2,2,201,N,1960,na,
HWB10,12 0047,ROCK CREEK OVERFLOW,4.9,10.1,2,2,201,N,1960,na,
HWB10,12 0121,SHIPPEE CREEK,4.8,10.1,2,2,201,N,1952,na,
HWB10,38C0222,T.I.D. CERES MAIN CANAL,4.9,10.1,2,2,204,N,1961,na,
HWB10,38C0258,JOHNSON CREEK,4.9,10.1,2,2,204,N,1922,na,
HWB10,29C0321,SSJID CANAL,4.8,10.1,2,2,201,N,1928,na,
HWB10,29C0171,DUCK CREEK,4.9,10.1,2,2,201,N,1928,na,
HWB10,16C0044,SIMMERLY SLOUGH,4.7,10.1,2,2,201,N,1929,na,
HWB10,38C0270,DRY CREEK TRIBUTARY,4.9,10.1,2,2,204,N,1930,na,
HWB10,46C0136,WOOD CENTRAL DITCH,4.9,10.1,2,2,201,N,1947,na,
HWB10,27C0089,NOVATO CREEK,3.2,10.1,3,3,201,N,1972,na,
HWB10,08C0215,CAMPBELL CREEK OVERFLOW,4.6,10.1,2,2,201,N,1938,na,
HWB10,08C0216,CAMPBELL CREEK,4.6,10.1,2,2,201,N,1938,na,
HWB10,29C0319,SSJID CANAL,4.9,10.1,2,2,201,N,1941,na,
HWB10,46C0296,LEWIS CREEK,4.6,10.1,2,2,201,N,1949,na,
HWB10,46C0342,ALTA CANAL (ALTA EAST BRANCH CANAL),4.9,10.1,2,2,201,N,1950,na,
HWB10,40C0024,BURNS CREEK,5.2,10.1,2,2,201,N,1951,na,
HWB10,46C0343,ALTA CANAL (ALTA EAST BRANCH CANAL),4.9,10.1,2,2,201,N,1953,na,
HWB10,46C0067,TRAVER CANAL,4.9,10.1,2,2,201,N,1963,na,
HWB10,10 0109,MOAT CREEK,6.1,9.8,3,3,201,N,1972,na,
HWB10,12 0143,DUDLEY CREEK,4.6,9.8,2,2,201,N,1963,na,
HWB10,38C0244,T.I.D. CERES MAIN CANAL,4.6,9.8,2,2,201,N,1914,na,
HWB10,38C0262,LONE TREE CREEK,4.7,9.8,2,2,201,N,1918,na,
HWB10,38C0307,DRY CREEK TRIBUTARY,4.9,9.8,2,2,204,N,1920,na,
HWB10,08C0246,GERBER LEVEE CANAL,4.3,9.8,2,2,201,N,1923,na,
HWB10,15C0057,GLENN-COLUSA CANAL,2.4,9.8,2,4,201,N,1948,na,
HWB10,46C0338,ALTA CANAL (ALTA EAST BRANCH CANAL),4.9,9.8,2,2,201,N,1927,na,
HWB10,21C0028,NO NAME CREEK,4.6,9.8,2,2,204,N,1971,na,
HWB10,12C0326,BRANCH PINE CREEK,4.7,9.8,2,2,204,N,1930,na,
HWB10,18C0090,PING SLOUGH,4.6,9.8,2,2,201,N,1930,na,
HWB10,42C0577,DRY CREEK CANAL,4.6,9.8,2,2,201,N,1930,na,
HWB10,16C0077,JACK SLOUGH,4.7,9.8,2,2,201,N,1934,na,
HWB10,46C0220,ALTA CANAL (ALTA EAST BRANCH CANAL),4.6,9.8,2,2,201,N,1934,na,
HWB10,11C0149,PRINCETON CODORA CANAL,4.9,9.8,2,2,204,N,1960,na,
HWB10,30C0005,ROCK CREEK OVERFLOW,4.8,9.8,2,2,201,N,1936,na,
HWB10,08C0154,SOUTH FORK JEWETT CREEK,4.8,9.8,2,2,201,N,1967,na,
HWB10,49C0150,SEE CANYON CREEK,4.5,9.8,2,2,201,N,1958,na,
HWB10,42C0385,HERNDON CANAL,4.7,9.8,2,2,201,N,1940,na,
HWB10,57C0370,CEDAR CREEK (BOULDER CRK RD),4.6,9.8,2,2,201,N,1944,na,
HWB10,11C0229,DRAIN DITCH,4,9.8,2,2,201,N,1970,na,
HWB10,46C0188,SAND CREEK,4.3,9.8,2,2,201,N,1947,na,
HWB10,08C0151,THOMES CREEK BRANCH,4.6,9.8,2,2,201,N,1972,na,
HWB10,46C0422,ALTA CANAL (ALTA EAST BRANCH CANAL),4.6,9.8,2,2,201,N,1950,na,
HWB10,10P0005,RUSSIAN GULCH,6.1,9.8,3,3,201,N,1953,na,
HWB10,12C0270,DRY CREEK OVERFLOW,4.7,9.8,2,2,201,N,1955,na,
HWB10,12C0142,DUDLEY CREEK,4.8,9.8,2,2,201,N,1955,na,
HWB10,12C0426,GOLD RUN CREEK,4.7,9.8,2,2,204,N,1960,na,
HWB10,24C0327,BROOKTREE CREEK,4.7,9.8,2,2,201,N,1965,na,
HWB10,56C0270,BARISTO FLOOD CONTROL CHANNEL,4.6,9.8,2,2,201,N,1966,na,
HWB10,12C0269,DRY CREEK OVERFLOW,4.7,9.7,2,2,201,N,1931,na,
HWB10,24C0308,EAST BRANCH LAGUNA CREEK,9.5,9.6,2,2,201,N,1970,na,
HWB10,24C0170,SUITOR SLOUGH,3.2,9.6,3,3,201,N,1947,na,
HWB10,08C0289,TRAVIS SLOUGH,4.6,9.5,2,2,201,N,1941,na,
HWB10,42C0659,FANCHER CREEK CANAL,4.5,9.4,2,2,201,N,1969,na,
HWB10,38C0256,DRY CREEK TRIBUTARY,4.6,9.4,2,2,201,N,1920,na,
HWB10,07C0028,LASSEN CREEK (AB CANEL),4.3,9.4,2,2,201,N,1924,na,
HWB10,38C0109,M.I.D. MAIN CANAL,4.6,9.4,2,2,204,N,1962,na,
HWB10,29C0167,TEMPLE CREEK,3,9.4,3,3,201,N,1959,na,
HWB10,16C0068,SOUTH FORK REEDS CREEK,4.7,9.4,2,2,201,N,1927,na,
HWB10,12C0006,LAKE MADRONE SPILLWAY,3,9.4,3,3,204,N,1930,na,
HWB10,39C0275,WEST DELTA CANAL,3.1,9.4,3,3,204,N,1930,na,
HWB10,38C0110,M.I.D. MAIN CANAL,4.4,9.4,2,2,201,N,1935,na,
HWB10,22C0098,WINTERS CANAL,4.6,9.4,2,2,201,N,1939,na,
HWB10,42C0216,DRY CREEK CANAL,4.5,9.4,2,2,201,N,1961,na,
HWB10,28C0043,ECKLEY SLIDE,4.6,9.3,2,2,201,N,1919,na,
HWB10,09 0026,RUSH CREEK,3.7,9.1,2,2,201,N,1932,na,
HWB10,22C0032,MADISON DRAIN,3.4,9.1,3,3,201,N,1930,na,
HWB10,12C0361,EAST BRANCH WYANDOTTE CREEK,4.6,9.1,2,2,204,N,1920,na,
HWB10,42C0092,LAGUNA CANAL,4.3,9.1,2,2,201,N,1931,na,
HWB10,29C0173,NORTH LITTLE JOHNS CREEK,4.3,9.1,2,2,201,N,1973,na,
HWB10,29C0174,WEBER CREEK,4.4,9.1,2,2,201,N,1973,na,
HWB10,11C0160,CLARK'S VALLEY CREEK,4.6,9.1,2,2,204,N,1935,na,
HWB10,12C0215,BIGGS EXTENSION CANAL,4.3,9.1,2,2,201,N,1936,na,
HWB10,42C0415,TRAVERS CREEK,4.3,9.1,2,2,201,N,1955,na,
HWB10,24C0206,CHICKEN RANCH SLOUGH,3,9.1,2,2,201,N,1960,na,
HWB10,57C0362,SCHOLDER CREEK (MESA GRANDE RD),4.3,9.1,2,2,201,N,1943,na,
HWB10,38C0282,M.I.D. MAIN CANAL,4.3,9.1,2,2,201,N,1948,na,
HWB10,18C0094,YANKEE SLOUGH,2.7,9.1,3,3,201,N,1950,na,
HWB10,39C0171,MILES CREEK,4.4,9.1,2,2,201,N,1955,na,
HWB10,11C0215,WATSON CREEK,4.5,9.1,2,2,201,N,1960,na,
HWB10,46C0179,ALTA CANAL (ALTA EAST BRANCH CANAL),4.3,8.9,2,2,201,N,1939,na,
HWB10,38 0065,BLITZ CREEK,2.7,8.8,3,3,201,N,1950,na,
HWB10,16C0079,DRY CREEK,4.3,8.8,2,2,201,N,1920,na,
HWB10,11C0103,WHITE CABIN CREEK,4.3,8.8,2,2,204,N,1925,na,
HWB10,42C0417,TRAVERS CREEK,4.3,8.8,2,2,201,N,1946,na,
HWB10,29C0304,CHANNEL A,4.3,8.8,2,2,201,N,1927,na,
HWB10,29C0225,KETTLEMAN SLOUGH,4.3,8.8,2,2,201,N,1928,na,
HWB10,30C0051,INDIAN CREEK,4,8.8,2,2,201,N,1930,na,
HWB10,42C0575,DRY CREEK CANAL,4.3,8.8,2,2,201,N,1935,na,
HWB10,42C0276,REEDLEY MAIN CANAL,4.1,8.8,2,2,201,N,1936,na,
HWB10,30C0079,BEAR CREEK,4.3,8.8,2,2,201,N,1937,na,
HWB10,42C0384,HERNDON CANAL,4.3,8.8,2,2,201,N,1939,na,
HWB10,28C0095,PINE CREEK,3.7,8.8,2,2,201,N,1953,na,
HWB10,42C0346,ENTERPRISE CANAL,4.3,8.8,2,2,201,N,1952,na,
HWB10,13C0017,ROCK CREEK,4.3,8.8,2,2,201,N,1961,na,
HWB10,13C0019,ROCK CREEK,4.3,8.8,2,2,201,N,1961,na,
HWB10,12C0094,DIANNE'S DITCH #3,4.3,8.8,2,2,201,N,1967,na,
HWB10,12C0296,CANYON DRIVE CREEK,4.3,8.8,2,2,201,N,1971,na,
HWB10,42C0390,HERNDON CANAL,4.2,8.7,2,2,201,N,1962,na,
HWB10,42C0081,TRAVERS CREEK,4.2,8.7,2,2,201,N,1973,na,
HWB10,12C0038,HIGH LIFT LATERAL CANAL,2.7,8.5,3,3,201,N,1918,na,
HWB10,38C0309,M.I.D. LATERAL #6,4.3,8.5,2,2,201,N,1925,na,
HWB10,38C0308,M.I.D. LATERAL #6,4.3,8.5,2,2,201,N,1925,na,
HWB10,42C0169,LIBERTY DITCH,4.3,8.5,2,2,201,N,1949,na,
HWB10,42C0337,GOULD CANAL,4.3,8.5,2,2,201,N,1940,na,
HWB10,30C0050,INDIAN CREEK,4.2,8.5,2,2,201,N,1930,na,
HWB10,30C0066,WARREN CREEK,3.7,8.5,2,2,201,N,1937,na,
HWB10,39C0077,HIGH LINE CANAL,4,8.5,2,2,201,N,1940,na,
HWB10,42C0327,ENTERPRISE CANAL,2.7,8.5,3,3,201,N,1940,na,
HWB10,20C0301,MARIN CREEK,4.1,8.5,2,2,201,N,1950,na,
HWB10,38C0164,M.I.D. MAIN CANAL,4.3,8.5,2,2,201,N,1952,na,
HWB10,50C0134,POLLUTION CREEK,2.7,8.5,3,3,201,N,1952,na,
HWB10,56C0271,BARISTO FLOOD CONTROL CHANNEL,4,8.5,2,2,201,N,1970,na,
HWB10,12C0243,DURHAM MUTUAL DITCH,4.2,8.5,2,2,201,N,1972,na,
HWB10,42C0431,COLE SLOUGH CANAL,4.1,8.3,2,2,201,N,1950,na,
HWB10,39C0132,HIGH LINE CANAL,4,8.3,2,2,201,N,1940,na,
HWB10,46C0352,TRAVER DITCH,4,8.3,2,2,201,N,1971,na,
HWB10,12 0122,GOLD RUN CREEK,4,8.2,2,2,201,N,1952,na,
HWB10,42C0225,CENTRAL CANAL,3.7,8.2,2,2,201,N,1951,na,
HWB10,16C0047,DOBBINS CREEK,4,8.2,2,2,201,N,1921,na,
HWB10,38C0322,M.I.D. LATERAL #6,4,8.2,2,2,201,N,1965,na,
HWB10,38C0184,PATTERSON ID MAIN CANAL,3,8.2,2,2,201,N,1925,na,
HWB10,42C0539,HOUGHTON CANAL,4,8.2,2,2,201,N,1947,na,
HWB10,11C0109,BRANCH WALKER CREEK,3.7,8.2,2,2,201,N,1928,na,
HWB10,42C0161,BIG B DITCH (BIG B CANAL),3.7,8.2,2,2,201,N,1947,na,
HWB10,11C0156,SALT CREEK,4,8.2,2,2,201,N,1950,na,
HWB10,42C0580,DRY CREEK CANAL,3.7,8.2,2,2,201,N,1935,na,
HWB10,22C0055,WINTERS CANAL,4.1,8.2,2,2,201,N,1936,na,
HWB10,06C0183,NO NAME DITCH,3.4,8.2,2,2,201,N,1968,na,
HWB10,22C0139,SLOUGH S7,4,8.2,2,2,201,N,1940,na,
HWB10,39C0128,HIGH LINE CANAL,4,8.2,2,2,201,N,1940,na,
HWB10,42C0340,HOUGHTON CANAL,4,8.2,2,2,201,N,1940,na,
HWB10,42C0549,CRESCENT DITCH,3.7,8.2,2,2,201,N,1945,na,
HWB10,42C0376,GRANT CANAL,4,8.2,2,2,201,N,1946,na,
HWB10,10C0094,CRAWFORD CREEK,4.9,8.2,3,3,201,N,1948,na,
HWB10,18C0066,PLEASANT GROVE CREEK BRANCH,3.8,8.2,2,2,201,N,1960,na,
HWB10,46C0354,COLE SLOUGH,3.9,8.1,2,2,201,N,1939,na,
HWB10,39C0130,HIGH LINE CANAL,4,8.1,2,2,201,N,1940,na,
HWB10,53C0612,ROSECRANS OVER DOMINGUEZ CH,2.591,8.077,3,3,201,N,1962,na,
HWB10,22C0066,ZAMORA DITCH,2.7,8,3,3,201,N,1950,na,
HWB10,39C0133,HIGH LINE CANAL,4,8,2,2,201,N,1940,na,
HWB10,12C0267,GOLD RUN CREEK,3.8,8,2,2,201,N,1955,na,
